GEO_ID,NAME,B08130_001E,B08130_001M,B08130_002E,B08130_002M,B08130_003E,B08130_003M,B08130_004E,B08130_004M,B08130_005E,B08130_005M,B08130_006E,B08130_006M,B08130_007E,B08130_007M,B08130_008E,B08130_008M,B08130_009E,B08130_009M,B08130_010E,B08130_010M,B08130_011E,B08130_011M,B08130_012E,B08130_012M,B08130_013E,B08130_013M,B08130_014E,B08130_014M,B08130_015E,B08130_015M,B08130_016E,B08130_016M,B08130_017E,B08130_017M,B08130_018E,B08130_018M,B08130_019E,B08130_019M,B08130_020E,B08130_020M,B08130_021E,B08130_021M,B08130_022E,B08130_022M,B08130_023E,B08130_023M,B08130_024E,B08130_024M,B08130_025E,B08130_025M,B08130_026E,B08130_026M,B08130_027E,B08130_027M,B08130_028E,B08130_028M,B08130_029E,B08130_029M,B08130_030E,B08130_030M,B08130_031E,B08130_031M
0500000US48177,"Gonzales County, Texas",8855,315,8796,318,6436,377,2360,247,59,39,6842,354,6810,350,4848,337,1962,235,32,28,1310,213,1310,213,916,194,394,128,0,25,115,70,115,70,115,70,0,25,0,25,200,71,200,71,200,71,0,25,0,25,113,60,86,53,82,53,4,6,27,27,275,108
0500000US48179,"Gray County, Texas",9300,430,9220,443,7642,513,1578,275,80,55,7968,460,7897,466,6604,515,1293,248,71,51,959,182,955,181,699,162,256,98,4,7,0,25,0,25,0,25,0,25,0,25,135,57,135,57,124,55,11,12,0,25,168,109,163,108,145,106,18,20,5,8,70,35
0500000US48181,"Grayson County, Texas",55939,907,53548,912,40652,1014,12896,766,2391,489,43611,980,41760,939,31343,1012,10417,619,1851,379,7076,675,6637,624,4321,451,2316,449,439,293,203,138,203,138,107,82,96,93,0,31,1007,227,1007,227,994,225,13,20,0,31,743,204,642,184,588,183,54,40,101,66,3299,484
0500000US48183,"Gregg County, Texas",54452,1103,53836,1112,44767,1086,9069,833,616,165,46447,1236,45925,1254,37812,1145,8113,773,522,162,4597,516,4519,519,3731,443,788,240,78,54,82,61,82,61,64,53,18,32,0,31,1073,296,1073,296,976,288,97,117,0,31,730,261,714,256,661,240,53,58,16,28,1523,289
0500000US48185,"Grimes County, Texas",10288,554,10153,547,5535,441,4618,459,135,102,7972,556,7881,570,3938,419,3943,420,91,85,1677,367,1643,375,1021,313,622,183,34,55,0,25,0,25,0,25,0,25,0,25,149,97,149,97,138,96,11,16,0,25,91,82,81,80,39,76,42,31,10,17,399,133
0500000US48187,"Guadalupe County, Texas",70172,1103,69738,1113,26399,971,43339,1135,434,157,59619,1274,59313,1282,20178,965,39135,1161,306,142,6272,606,6272,606,2621,398,3651,415,0,31,143,74,124,69,15,18,109,67,19,25,512,159,490,153,438,133,52,44,22,32,783,173,696,168,304,123,392,128,87,54,2843,388
0500000US48189,"Hale County, Texas",13775,429,13746,433,10735,443,3011,355,29,27,11330,484,11312,490,8805,469,2507,319,18,21,1721,328,1710,327,1233,268,477,164,11,16,50,54,50,54,50,54,0,28,0,28,177,85,177,85,160,81,17,22,0,28,51,35,51,35,41,27,10,16,0,28,446,118
0500000US48191,"Hall County, Texas",1100,111,1078,106,911,106,167,57,22,27,909,108,887,105,759,104,128,53,22,27,142,56,142,56,103,50,39,26,0,13,0,13,0,13,0,13,0,13,0,13,22,18,22,18,22,18,0,13,0,13,17,16,17,16,17,16,0,13,0,13,10,11
0500000US48193,"Hamilton County, Texas",3530,196,3491,202,2444,221,1047,170,39,33,2529,232,2496,235,1665,219,831,161,33,31,595,171,589,169,388,148,201,77,6,12,0,19,0,19,0,19,0,19,0,19,217,128,217,128,202,131,15,18,0,19,0,19,0,19,0,19,0,19,0,19,189,83
0500000US48195,"Hansford County, Texas",2332,171,2242,162,1788,188,454,135,90,60,2009,191,1931,186,1601,183,330,96,78,55,174,93,171,93,88,45,83,79,3,6,9,16,0,19,0,19,0,19,9,16,70,62,70,62,70,62,0,19,0,19,52,45,52,45,11,13,41,45,0,19,18,16
0500000US48197,"Hardeman County, Texas",1647,161,1621,160,1100,161,521,91,26,19,1268,138,1242,137,868,133,374,82,26,19,336,100,336,100,201,87,135,67,0,13,0,13,0,13,0,13,0,13,0,13,9,10,9,10,9,10,0,13,0,13,34,26,34,26,22,20,12,15,0,13,0,13
0500000US48199,"Hardin County, Texas",23904,629,23290,695,8744,829,14546,663,614,203,20731,621,20265,658,6897,709,13368,685,466,191,2236,456,2170,462,1138,386,1032,295,66,70,37,38,15,23,1,4,14,23,22,32,221,100,221,100,174,88,47,38,0,31,236,112,176,102,91,69,85,79,60,51,443,150
0500000US48201,"Harris County, Texas",2140881,6321,2127483,6442,1968615,7306,158868,3573,13398,987,1698413,7516,1690881,7553,1554601,8072,136280,3190,7532,694,232327,4927,230390,4933,211072,4813,19318,1507,1937,395,57933,2551,57624,2530,57158,2521,466,198,309,131,32750,1683,32121,1654,31499,1661,622,237,629,161,40277,1885,37286,1832,35104,1742,2182,403,2991,523,79181,2391
0500000US48203,"Harrison County, Texas",27230,788,24969,808,15377,717,9592,724,2261,364,23836,824,21709,856,12917,620,8792,706,2127,365,1732,367,1663,369,984,278,679,193,69,58,7,14,7,14,7,14,0,31,0,31,169,87,169,87,133,77,36,34,0,31,464,212,399,199,314,164,85,115,65,52,1022,251
0500000US48205,"Hartley County, Texas",2034,135,2024,136,1081,139,943,153,10,13,1708,167,1700,168,875,134,825,150,8,13,169,84,169,84,57,41,112,70,0,19,0,19,0,19,0,19,0,19,0,19,46,23,46,23,40,21,6,9,0,19,16,17,14,17,14,17,0,19,2,3,95,71
0500000US48207,"Haskell County, Texas",2124,344,2099,333,1658,267,441,133,25,25,1688,271,1682,263,1343,240,339,88,6,16,252,110,252,110,152,73,100,82,0,19,0,19,0,19,0,19,0,19,0,19,93,73,93,73,93,73,0,19,0,19,30,23,11,9,9,8,2,3,19,20,61,39
0500000US48209,"Hays County, Texas",97804,1488,97380,1493,51773,1617,45607,1571,424,133,77167,1584,76867,1579,36045,1343,40822,1578,300,123,9549,909,9542,909,5362,670,4180,676,7,11,800,226,798,227,740,229,58,58,2,5,1939,365,1909,371,1867,369,42,33,30,37,2056,422,1971,423,1466,348,505,200,85,51,6293,628
0500000US48211,"Hemphill County, Texas",1886,151,1837,158,1641,155,196,56,49,40,1438,165,1400,168,1232,168,168,53,38,37,293,101,282,101,254,100,28,20,11,14,0,13,0,13,0,13,0,13,0,13,87,69,87,69,87,69,0,13,0,13,0,13,0,13,0,13,0,13,0,13,68,51
0500000US48213,"Henderson County, Texas",30629,774,30327,782,17512,885,12815,713,302,128,25111,835,24865,856,13867,813,10998,662,246,119,3687,429,3663,426,1999,311,1664,305,24,20,38,44,38,44,29,45,9,12,0,31,367,120,367,120,313,113,54,41,0,31,196,87,164,82,74,44,90,69,32,36,1230,237
0500000US48215,"Hidalgo County, Texas",306998,3568,301737,3513,281993,3556,19744,1007,5261,701,246815,3829,243295,3731,226836,3686,16459,983,3520,520,27094,1943,26306,1847,24421,1808,1885,365,788,346,960,292,905,290,874,294,31,38,55,46,3580,538,3565,538,3280,546,285,157,15,18,13523,1118,12640,1060,11556,1065,1084,286,883,287,15026,1015
0500000US48217,"Hill County, Texas",14233,402,14116,401,8513,476,5603,339,117,48,11374,429,11318,429,6538,441,4780,309,56,27,1749,229,1716,224,994,186,722,157,33,31,5,9,5,9,5,9,0,28,0,28,195,66,184,64,176,63,8,9,11,12,249,85,232,82,139,65,93,41,17,18,661,158
0500000US48219,"Hockley County, Texas",10121,313,10022,319,6798,379,3224,290,99,56,7952,319,7880,317,5170,326,2710,276,72,42,1635,242,1615,240,1181,223,434,99,20,23,12,12,12,12,12,12,0,25,0,25,205,76,205,76,150,63,55,53,0,25,69,43,62,41,37,26,25,30,7,12,248,90
0500000US48221,"Hood County, Texas",22581,831,22307,811,14105,817,8202,656,274,128,19810,871,19665,864,12263,837,7402,650,145,93,1393,327,1374,320,655,212,719,231,19,30,48,35,32,27,17,19,15,18,16,23,123,66,123,66,112,63,11,17,0,31,192,108,98,61,43,43,55,43,94,85,1015,264
0500000US48223,"Hopkins County, Texas",15122,433,14918,424,10809,483,4109,318,204,91,12523,480,12371,484,8753,474,3618,324,152,73,1578,225,1570,224,1154,209,416,113,8,13,42,31,40,32,17,18,23,27,2,4,296,139,286,135,274,133,12,15,10,13,153,75,121,60,81,48,40,39,32,39,530,134
0500000US48225,"Houston County, Texas",7529,351,7486,351,5361,392,2125,288,43,36,6439,398,6397,402,4464,404,1933,264,42,36,629,201,629,201,450,151,179,138,0,25,0,25,0,25,0,25,0,25,0,25,75,36,75,36,75,36,0,25,0,25,97,75,96,75,83,73,13,19,1,3,289,103
0500000US48227,"Howard County, Texas",14103,610,14076,607,12443,644,1633,223,27,25,11299,607,11272,605,9948,623,1324,181,27,25,2241,410,2241,410,1950,379,291,137,0,28,57,44,57,44,50,40,7,11,0,28,190,89,190,89,179,87,11,18,0,28,162,86,162,86,162,86,0,28,0,28,154,79
0500000US48229,"Hudspeth County, Texas",1069,211,1016,202,760,146,256,104,53,48,843,166,790,159,563,118,227,95,53,48,60,29,60,29,46,24,14,14,0,13,0,13,0,13,0,13,0,13,0,13,41,34,41,34,41,34,0,13,0,13,20,28,20,28,5,10,15,25,0,13,105,52
0500000US48231,"Hunt County, Texas",37578,872,37259,903,22559,833,14700,668,319,131,30465,1002,30279,998,17822,867,12457,690,186,113,4513,537,4426,535,2349,392,2077,326,87,63,18,21,18,21,18,21,0,31,0,31,773,203,773,203,706,190,67,50,0,31,438,147,392,142,293,115,99,59,46,38,1371,224
0500000US48233,"Hutchinson County, Texas",9018,408,8838,425,7717,491,1121,202,180,125,7689,491,7559,493,6658,505,901,175,130,109,1049,280,999,263,789,252,210,105,50,66,0,25,0,25,0,25,0,25,0,25,94,76,94,76,94,76,0,25,0,25,55,37,55,37,45,32,10,13,0,25,131,64
0500000US48235,"Irion County, Texas",722,82,722,82,449,80,273,60,0,13,583,72,583,72,326,66,257,54,0,13,22,18,22,18,6,9,16,16,0,13,7,10,7,10,7,10,0,13,0,13,10,14,10,14,10,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,100,41
0500000US48237,"Jack County, Texas",3098,274,3089,275,1675,238,1414,203,9,12,2652,267,2643,267,1368,209,1275,195,9,12,249,117,249,117,112,88,137,87,0,19,0,19,0,19,0,19,0,19,0,19,30,29,30,29,30,29,0,19,0,19,18,19,18,19,16,17,2,5,0,19,149,88
0500000US48239,"Jackson County, Texas",6676,279,6613,286,3772,378,2841,334,63,79,5414,341,5406,341,2883,373,2523,311,8,11,722,208,667,171,450,155,217,91,55,83,121,113,121,113,20,32,101,101,0,21,98,74,98,74,98,74,0,21,0,21,38,37,38,37,38,37,0,21,0,21,283,148
0500000US48241,"Jasper County, Texas",12365,712,12021,717,7670,696,4351,536,344,149,9951,697,9668,691,6068,662,3600,507,283,124,1444,247,1435,248,815,203,620,211,9,14,24,39,24,39,24,39,0,28,0,28,37,31,37,31,21,21,16,26,0,28,679,295,627,279,512,263,115,111,52,76,230,114
0500000US48243,"Jeff Davis County, Texas",911,110,911,110,729,114,182,62,0,13,586,111,586,111,448,105,138,54,0,13,177,80,177,80,140,79,37,34,0,13,0,13,0,13,0,13,0,13,0,13,47,41,47,41,40,38,7,12,0,13,0,13,0,13,0,13,0,13,0,13,101,62
0500000US48245,"Jefferson County, Texas",103651,1753,101234,1721,92402,1663,8832,661,2417,367,92790,1803,90926,1827,82817,1749,8109,611,1864,357,7008,851,6700,826,6043,785,657,197,308,125,555,204,357,145,356,144,1,2,198,121,710,200,690,196,682,196,8,10,20,15,957,226,930,221,873,207,57,46,27,28,1631,296
0500000US48247,"Jim Hogg County, Texas",1646,233,1646,233,1080,208,566,158,0,19,1273,255,1273,255,881,189,392,146,0,19,345,156,345,156,190,106,155,122,0,19,19,28,19,28,0,19,19,28,0,19,9,13,9,13,9,13,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
0500000US48249,"Jim Wells County, Texas",16022,634,15932,636,11376,656,4556,512,90,67,13419,660,13329,658,9418,619,3911,444,90,67,1532,313,1532,313,944,246,588,202,0,28,0,28,0,28,0,28,0,28,0,28,410,189,410,189,372,186,38,33,0,28,155,96,155,96,136,89,19,32,0,28,506,185
0500000US48251,"Johnson County, Texas",71798,1286,71335,1234,34299,1150,37036,1122,463,158,61387,1269,61066,1242,27321,1112,33745,1076,321,140,6127,625,6045,608,3029,422,3016,383,82,67,107,62,97,60,37,40,60,45,10,16,836,222,795,219,744,213,51,50,41,40,660,220,651,219,487,185,164,85,9,15,2681,448
0500000US48253,"Jones County, Texas",4976,343,4952,344,2687,280,2265,282,24,26,3827,333,3809,336,1925,221,1884,278,18,24,825,225,820,225,472,160,348,139,5,7,1,2,1,2,1,2,0,21,0,21,135,82,135,82,131,82,4,6,0,21,49,29,48,29,19,17,29,28,1,9,139,68
0500000US48255,"Karnes County, Texas",5388,404,5376,405,4187,408,1189,205,12,11,4449,368,4446,369,3414,370,1032,192,3,5,656,201,656,201,505,178,151,63,0,21,6,9,6,9,6,9,0,21,0,21,48,36,48,36,48,36,0,21,0,21,41,27,32,23,26,21,6,11,9,11,188,84
0500000US48257,"Kaufman County, Texas",52377,909,52096,930,21383,847,30713,928,281,112,43488,963,43288,971,16180,701,27108,934,200,91,5785,577,5747,580,2561,375,3186,440,38,35,155,90,135,84,28,24,107,86,20,32,260,123,259,123,241,124,18,30,1,3,800,244,778,245,484,205,294,139,22,33,1889,306
0500000US48259,"Kendall County, Texas",18187,624,17931,617,9579,763,8352,676,256,134,14385,617,14249,630,6583,671,7666,676,136,85,1764,360,1764,360,1139,319,625,198,0,28,19,30,19,30,0,28,19,30,0,28,420,242,420,242,417,242,3,5,0,28,213,120,93,70,54,49,39,42,120,93,1386,278
0500000US48261,"Kenedy County, Texas",179,88,179,88,128,69,51,35,0,13,174,89,174,89,123,70,51,35,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,8,5,8,5,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
0500000US48263,"Kent County, Texas",300,65,300,65,266,59,34,18,0,13,217,53,217,53,183,48,34,18,0,13,28,20,28,20,28,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,45,41,45,41,45,41,0,13,0,13,5,3,5,3,5,3,0,13,0,13,5,6
0500000US48265,"Kerr County, Texas",20950,652,20861,646,18109,705,2752,384,89,74,16518,844,16445,832,14196,842,2249,383,73,72,2939,486,2923,489,2439,502,484,193,16,18,7,9,7,9,7,9,0,31,0,31,390,167,390,167,390,167,0,31,0,31,143,65,143,65,124,62,19,21,0,31,953,184
0500000US48267,"Kimble County, Texas",1953,172,1953,172,1590,164,363,109,0,13,1418,172,1418,172,1095,145,323,109,0,13,378,118,378,118,338,112,40,29,0,13,0,13,0,13,0,13,0,13,0,13,65,51,65,51,65,51,0,13,0,13,26,35,26,35,26,35,0,13,0,13,66,48
0500000US48269,"King County, Texas",173,50,173,50,119,40,54,32,0,13,155,50,155,50,105,40,50,31,0,13,3,7,3,7,3,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,6,6,6,4,4,2,4,0,13,2,4,2,4,0,13,2,4,0,13,7,5
0500000US48271,"Kinney County, Texas",1367,245,1324,248,1031,254,293,121,43,44,1113,250,1085,254,828,258,257,107,28,35,60,45,45,39,45,39,0,13,15,23,16,26,16,26,16,26,0,13,0,13,1,4,1,4,1,4,0,13,0,13,77,65,77,65,41,43,36,54,0,13,100,60
0500000US48273,"Kleberg County, Texas",13794,589,13734,588,10410,666,3324,457,60,52,10500,580,10465,579,7630,578,2835,429,35,37,1786,399,1786,399,1380,378,406,198,0,28,0,28,0,28,0,28,0,28,0,28,934,273,916,273,884,264,32,31,18,32,324,163,317,161,266,155,51,51,7,13,250,86
0500000US48275,"Knox County, Texas",1472,114,1460,113,1063,118,397,70,12,11,1138,107,1126,108,812,104,314,69,12,11,243,64,243,64,168,52,75,41,0,13,0,13,0,13,0,13,0,13,0,13,21,14,21,14,13,13,8,8,0,13,5,6,5,6,5,6,0,13,0,13,65,38
0500000US48277,"Lamar County, Texas",20861,681,20336,685,18450,706,1886,295,525,176,16986,674,16521,668,14884,640,1637,283,465,174,2085,354,2034,358,1873,346,161,81,51,42,19,22,19,22,19,22,0,28,0,28,491,149,482,145,463,141,19,20,9,15,617,175,617,175,548,163,69,58,0,28,663,183
0500000US48279,"Lamb County, Texas",5558,210,5537,210,3994,238,1543,208,21,23,4568,244,4547,244,3305,227,1242,184,21,23,499,112,499,112,316,94,183,65,0,21,8,9,8,9,0,21,8,9,0,21,109,67,109,67,65,49,44,50,0,21,176,69,176,69,110,49,66,50,0,21,198,71
0500000US48281,"Lampasas County, Texas",8748,403,8703,408,4281,366,4422,384,45,46,6691,475,6662,476,2841,309,3821,379,29,41,1292,247,1292,247,763,179,529,155,0,25,20,27,20,27,20,27,0,25,0,25,234,126,234,126,204,116,30,31,0,25,272,123,256,122,214,112,42,31,16,21,239,69
0500000US48283,"La Salle County, Texas",2619,454,2619,454,2108,402,511,208,0,19,2319,461,2319,461,1850,423,469,200,0,19,168,132,168,132,132,121,36,56,0,19,0,19,0,19,0,19,0,19,0,19,41,68,41,68,41,68,0,19,0,19,6,10,6,10,0,19,6,10,0,19,85,99
0500000US48285,"Lavaca County, Texas",8781,272,8708,277,5423,318,3285,272,73,52,7315,288,7251,289,4352,306,2899,249,64,51,951,173,951,173,580,142,371,97,0,21,21,27,21,27,15,24,6,10,0,21,137,61,137,61,137,61,0,21,0,21,72,36,63,33,54,33,9,14,9,15,285,84
0500000US48287,"Lee County, Texas",7812,395,7794,398,5361,323,2433,298,18,19,6003,401,5985,404,4154,366,1831,259,18,19,1082,268,1082,268,542,176,540,160,0,21,0,21,0,21,0,21,0,21,0,21,122,57,122,57,96,50,26,29,0,21,87,63,87,63,51,45,36,45,0,21,518,170
0500000US48289,"Leon County, Texas",6432,398,6398,404,4274,370,2124,348,34,33,4906,473,4875,480,3181,396,1694,307,31,32,630,221,630,221,427,205,203,95,0,21,0,21,0,21,0,21,0,21,0,21,263,171,263,171,248,167,15,24,0,21,312,213,309,214,97,65,212,201,3,5,321,132
0500000US48291,"Liberty County, Texas",28045,1050,27670,1071,12134,846,15536,1002,375,160,24925,1051,24693,1051,10573,778,14120,903,232,110,1815,468,1815,468,554,200,1261,363,0,31,78,99,20,43,0,31,20,43,58,90,278,156,278,156,220,138,58,62,0,31,343,134,258,129,181,122,77,70,85,67,606,271
0500000US48293,"Limestone County, Texas",8640,434,8617,430,6514,372,2103,241,23,24,7176,414,7156,411,5365,350,1791,248,20,23,945,174,945,174,660,162,285,84,0,25,3,6,0,25,0,25,0,25,3,6,112,61,112,61,106,60,6,9,0,25,89,54,89,54,68,47,21,25,0,25,315,95
0500000US48295,"Lipscomb County, Texas",1612,96,1448,90,929,88,519,69,164,38,1375,96,1235,96,752,84,483,67,140,35,135,33,111,32,80,26,31,22,24,16,0,13,0,13,0,13,0,13,0,13,55,25,55,25,50,26,5,7,0,13,6,5,6,5,6,5,0,13,0,13,41,19
0500000US48297,"Live Oak County, Texas",4290,583,4245,572,2710,382,1535,360,45,44,3408,557,3384,548,2094,365,1290,320,24,34,461,184,440,184,301,150,139,93,21,32,0,21,0,21,0,21,0,21,0,21,75,49,75,49,72,48,3,7,0,21,103,87,103,87,0,21,103,87,0,21,243,118
0500000US48299,"Llano County, Texas",7425,499,7371,504,4700,533,2671,346,54,35,5354,478,5322,478,3217,492,2105,299,32,31,1111,245,1100,243,560,176,540,176,11,21,0,25,0,25,0,25,0,25,0,25,190,93,183,93,181,93,2,3,7,11,74,55,70,55,46,48,24,25,4,6,696,209
0500000US48301,"Loving County, Texas",39,20,39,20,32,17,7,8,0,13,28,14,28,14,26,13,2,3,0,13,5,8,5,8,0,13,5,8,0,13,0,13,0,13,0,13,0,13,0,13,3,4,3,4,3,4,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,4
0500000US48303,"Lubbock County, Texas",143390,1704,142691,1710,135692,1814,6999,601,699,187,116401,2048,115949,2062,110193,2138,5756,599,452,139,17673,1259,17543,1264,16418,1191,1125,312,130,100,1270,349,1270,349,1270,349,0,31,0,31,2745,482,2727,485,2702,485,25,32,18,29,1675,323,1576,310,1483,300,93,55,99,70,3626,387
0500000US48305,"Lynn County, Texas",2358,119,2353,121,1124,130,1229,132,5,6,1791,145,1791,145,822,129,969,129,0,19,435,85,430,86,182,57,248,82,5,6,2,3,2,3,0,19,2,3,0,19,66,27,66,27,56,20,10,13,0,19,0,19,0,19,0,19,0,19,0,19,64,27
0500000US48307,"McCulloch County, Texas",3450,257,3412,257,2992,259,420,147,38,48,2857,257,2819,257,2467,245,352,140,38,48,424,129,424,129,386,127,38,34,0,19,2,5,2,5,2,5,0,19,0,19,104,76,104,76,74,53,30,45,0,19,2,4,2,4,2,4,0,19,0,19,61,41
0500000US48309,"McLennan County, Texas",110714,1365,110300,1391,103243,1273,7057,608,414,140,91272,1575,91020,1600,84938,1476,6082,575,252,103,11793,940,11744,942,10855,871,889,265,49,43,482,165,443,158,429,165,14,25,39,44,1830,303,1819,304,1810,303,9,14,11,16,1335,282,1272,277,1209,273,63,43,63,47,4002,559
0500000US48311,"McMullen County, Texas",179,55,179,55,143,53,36,22,0,13,140,47,140,47,108,46,32,21,0,13,4,7,4,7,0,13,4,7,0,13,0,13,0,13,0,13,0,13,0,13,11,11,11,11,11,11,0,13,0,13,13,18,13,18,13,18,0,13,0,13,11,10
0500000US48313,"Madison County, Texas",4188,298,4175,297,2890,298,1285,197,13,15,3194,288,3189,286,2076,266,1113,191,5,8,526,135,518,134,349,117,169,68,8,13,0,21,0,21,0,21,0,21,0,21,304,152,304,152,302,151,2,3,0,21,26,30,26,30,25,30,1,5,0,21,138,65
0500000US48315,"Marion County, Texas",3603,276,3333,299,1567,248,1766,255,270,87,3016,305,2776,310,1126,222,1650,257,240,78,284,91,277,92,181,80,96,61,7,13,0,21,0,21,0,21,0,21,0,21,38,36,23,25,23,25,0,21,15,26,73,61,65,60,45,50,20,30,8,14,192,102
0500000US48317,"Martin County, Texas",2521,150,2521,150,1326,185,1195,167,0,19,2058,175,2058,175,1050,166,1008,154,0,19,274,76,274,76,91,51,183,76,0,19,0,19,0,19,0,19,0,19,0,19,86,52,86,52,82,50,4,6,0,19,19,24,19,24,19,24,0,19,0,19,84,46
0500000US48319,"Mason County, Texas",2089,212,2065,214,1661,205,404,115,24,33,1564,184,1540,186,1177,177,363,117,24,33,283,116,283,116,242,117,41,28,0,13,0,13,0,13,0,13,0,13,0,13,117,86,117,86,117,86,0,13,0,13,32,34,32,34,32,34,0,13,0,13,93,62
0500000US48321,"Matagorda County, Texas",15572,576,15388,563,11349,638,4039,445,184,103,12846,591,12706,595,9359,620,3347,362,140,99,1735,309,1735,309,1145,217,590,211,0,28,144,99,123,92,66,59,57,57,21,35,349,170,349,170,327,163,22,29,0,28,166,111,143,99,120,94,23,27,23,30,332,152
0500000US48323,"Maverick County, Texas",20680,831,20289,817,16480,1023,3809,519,391,161,15928,803,15644,793,12922,890,2722,403,284,137,3947,577,3865,585,2838,471,1027,336,82,69,59,63,59,63,59,63,0,31,0,31,395,201,370,200,344,197,26,38,25,23,73,46,73,46,39,33,34,34,0,31,278,132
0500000US48325,"Medina County, Texas",20410,647,20347,649,9017,739,11330,659,63,65,16464,714,16459,713,6704,668,9755,705,5,13,2734,474,2734,474,1198,250,1536,430,0,28,56,60,56,60,56,60,0,28,0,28,386,155,386,155,386,155,0,28,0,28,153,74,95,56,56,39,39,37,58,63,617,205
0500000US48327,"Menard County, Texas",993,124,993,124,650,112,343,117,0,13,685,131,685,131,457,107,228,79,0,13,252,121,252,121,137,71,115,100,0,13,0,13,0,13,0,13,0,13,0,13,19,23,19,23,19,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,33
0500000US48329,"Midland County, Texas",79698,1074,79484,1061,69097,1325,10387,783,214,121,67786,1286,67699,1285,58403,1404,9296,719,87,74,7832,873,7793,866,6771,805,1022,296,39,62,194,96,194,96,187,93,7,13,0,31,671,310,671,310,664,310,7,12,0,31,1286,482,1198,477,1143,473,55,92,88,71,1929,385
0500000US48331,"Milam County, Texas",9389,431,9320,445,5773,423,3547,394,69,60,7589,471,7558,471,4576,441,2982,359,31,31,1253,310,1215,306,658,256,557,145,38,51,27,30,27,30,27,30,0,25,0,25,53,39,53,39,53,39,0,25,0,25,28,26,28,26,20,21,8,14,0,25,439,130
0500000US48333,"Mills County, Texas",2003,168,2001,168,1646,153,355,91,2,3,1578,197,1576,197,1258,164,318,90,2,3,149,62,149,62,113,51,36,26,0,13,0,13,0,13,0,13,0,13,0,13,134,96,134,96,134,96,0,13,0,13,18,18,18,18,17,18,1,4,0,13,124,62
0500000US48335,"Mitchell County, Texas",2737,213,2725,215,1979,242,746,175,12,12,2147,235,2135,235,1498,241,637,187,12,12,466,186,466,186,357,187,109,75,0,19,7,14,7,14,7,14,0,19,0,19,22,33,22,33,22,33,0,19,0,19,1,3,1,3,1,3,0,19,0,19,94,59
0500000US48337,"Montague County, Texas",7801,346,7639,357,5031,384,2608,325,162,79,6478,378,6325,376,4088,389,2237,291,153,80,801,192,792,192,421,139,371,120,9,15,46,54,46,54,46,54,0,21,0,21,127,65,127,65,127,65,0,21,0,21,34,31,34,31,34,31,0,21,0,21,315,92
0500000US48339,"Montgomery County, Texas",245493,2473,242494,2566,141838,3425,100656,2496,2999,624,201477,2772,199469,2795,111006,3143,88463,2220,2008,578,22388,1580,22201,1576,13492,1344,8709,1006,187,128,2938,528,2936,528,295,150,2641,509,2,5,2304,513,2146,468,1944,437,202,182,158,129,2992,529,2348,466,1707,393,641,195,644,243,13394,1114
0500000US48341,"Moore County, Texas",10514,390,10442,399,9255,470,1187,240,72,79,7886,456,7867,456,6896,490,971,215,19,18,2170,424,2117,424,1911,398,206,117,53,76,42,43,42,43,42,43,0,25,0,25,240,160,240,160,240,160,0,25,0,25,111,69,111,69,101,66,10,16,0,25,65,58
0500000US48343,"Morris County, Texas",4912,299,4861,308,2056,281,2805,279,51,45,4276,289,4260,289,1698,293,2562,253,16,14,302,103,267,105,65,47,202,89,35,42,13,21,13,21,13,21,0,21,0,21,35,34,35,34,33,33,2,5,0,21,89,54,89,54,50,44,39,34,0,21,197,82
0500000US48345,"Motley County, Texas",507,68,498,68,384,63,114,44,9,14,420,72,411,73,302,64,109,42,9,14,32,18,32,18,27,16,5,8,0,13,4,8,4,8,4,8,0,13,0,13,20,13,20,13,20,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,20
0500000US48347,"Nacogdoches County, Texas",27528,742,27287,750,22807,841,4480,482,241,91,21895,812,21756,797,17974,809,3782,416,139,77,3445,443,3374,447,2726,432,648,196,71,62,41,52,41,52,39,51,2,3,0,31,1013,204,1007,203,982,200,25,32,6,9,358,118,333,117,310,113,23,29,25,23,776,204
0500000US48349,"Navarro County, Texas",19745,634,19646,622,14514,632,5132,484,99,51,15946,720,15857,710,11736,632,4121,445,89,48,2504,350,2502,350,1627,299,875,205,2,3,77,97,77,97,0,28,77,97,0,28,190,96,190,96,185,95,5,8,0,28,173,78,165,77,111,73,54,39,8,13,855,228
0500000US48351,"Newton County, Texas",4889,385,4405,403,1642,312,2763,445,484,225,3884,417,3445,383,1137,251,2308,376,439,221,714,273,682,268,346,177,336,183,32,42,24,27,11,20,11,20,0,21,13,20,14,18,14,18,14,18,0,21,0,21,148,96,148,96,29,30,119,84,0,21,105,58
